Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
675b79573e710285dde470cf,66b0c677fd6d5746c4c5fd36,APPROVED,Not Applicable,2024-12-13T00:01:44.869000Z,2024-12-13T00:46:36.111000Z,2024-12-13T16:12:44.928000Z,2024-12-13T00:48:10.068125Z,2692.0,CJFYZJY7,862,26,Male,Mixed,United States,United States,United States,English,No,Full-Time
675c5d030a40cc93d6d743e1,5de7d12c26dd95000b6824c5,APPROVED,Not Applicable,2024-12-13T16:13:04.658000Z,2024-12-13T17:24:15.029000Z,2024-12-16T13:23:12.229000Z,2024-12-13T17:24:16.071923Z,4271.0,CJFYZJY7,1713,49,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
675c5d2ee83e4ee6d3366711,651b075a8bfaebfd2f74e195,APPROVED,Not Applicable,2024-12-13T16:13:42.639000Z,2024-12-13T17:14:11.743000Z,2024-12-16T13:23:16.078000Z,2024-12-13T17:14:54.720238Z,3630.0,CJFYZJY7,486,41,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
675c5d4d5c276b94931e9621,6759bab1432aedd5f3c18487,APPROVED,Not Applicable,2024-12-13T16:14:34.708000Z,2024-12-13T17:34:21.001000Z,2024-12-16T13:23:16.690000Z,2024-12-13T17:36:51.664758Z,4787.0,CJFYZJY7,0,20,Female,Black,Ghana,United States,United States,English,DATA_EXPIRED,Full-Time
675c5d73cb4237665dabf286,6746499fde684b081912c056,APPROVED,Not Applicable,2024-12-13T16:15:22.787000Z,2024-12-13T17:22:46.105000Z,2024-12-16T13:23:12.719000Z,2024-12-13T17:23:26.717949Z,4044.0,CJFYZJY7,1,35,Male,Black,Ghana,United States,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED
675c5d73db9f7a0ab771a66e,671f8f783bd4d777e17c36e6,APPROVED,Not Applicable,2024-12-13T16:21:49.861000Z,2024-12-13T17:23:41.362000Z,2024-12-16T13:23:17.082000Z,2024-12-13T17:23:42.096209Z,3712.0,CJFYZJY7,79,44,Female,Black,Ghana,United States,Ghana,English,No,Full-Time
675c5d751e933244f9d7444b,57d810f1813eb30001825b65,APPROVED,Not Applicable,2024-12-13T16:14:50.281000Z,2024-12-13T17:58:12.321000Z,2024-12-16T13:23:13.146000Z,2024-12-13T17:58:13.282364Z,6203.0,CJFYZJY7,3055,49,Male,White,United States,United States,United States,English,No,Full-Time
675c5dbb1fa6922a159bded2,5f3227893ca51916b4ff6d9d,APPROVED,Not Applicable,2024-12-13T16:16:04.685000Z,2024-12-13T17:15:47.455000Z,2024-12-16T13:23:17.474000Z,2024-12-13T17:15:48.082627Z,3583.0,CJFYZJY7,1614,35,Female,Asian,Philippines,United States,Philippines,Tagalog-Filipino,No,Part-Time
675c5def6a3be9619df2f821,673fd0949a8dcadc9d21ac99,RETURNED,Not Applicable,2024-12-13T16:17:04.145000Z,,,2025-04-11T13:48:17.264567Z,,,64,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
675c5dfd460b5db8e8154c19,6751826af853585828786233,APPROVED,Not Applicable,2024-12-13T16:17:12.469000Z,2024-12-13T17:39:03.399000Z,2024-12-16T13:23:17.920000Z,2024-12-13T17:39:08.505474Z,4911.0,CJFYZJY7,5,25,Female,Black,Ghana,United States,United States,English,DATA_EXPIRED,Full-Time
